193	0	0
192.33415	0.30687	0
190.50258	1.2545	0
187.79672	2.76762	0
184.3729	4.59533	0
180.18094	6.51568	0
175.11662	8.492	0
169.20503	10.57833	0
162.54653	12.7766	0
155.24148	15.05979	0
147.39989	17.3893	0
139.1337	19.71495	0
130.55292	21.98463	0
121.76756	24.13658	0
112.88763	26.10132	0
104.01349	27.8113	0
95.23971	29.17388	0
86.5991	30.09449	0
78.09552	30.54804	0
69.76757	30.54032	0
61.65771	30.0887	0
53.81805	29.21634	0
46.29491	27.95605	0
39.15198	26.35801	0
32.45488	24.46468	0
26.26923	22.31466	0
20.651	19.95041	0
15.64458	17.41439	0
11.29436	14.75678	0
7.62929	12.02776	0
4.67253	9.28716	0
2.43566	6.59867	0
0.92833	4.03949	0
0.13703	1.69647	0
0.00386	0.16984	0
0.06369	-0.37056	0
0.13703	-0.69866	0
0.24125	-0.99974	0
0.30301	-1.1387	0
0.37442	-1.26608	0
0.45741	-1.38381	0
0.55584	-1.48803	0
0.67164	-1.58839	0
0.80095	-1.68682	0
1.10203	-1.87017	0
1.44943	-2.04001	0
2.05545	-2.27161	0
2.63445	-2.44338	0
5.58156	-2.86605	0
9.54771	-2.86026	0
14.53869	-2.38548	0
20.5931	-1.4282	0
27.76305	-0.00386	0
36.14311	1.77946	0
45.71784	3.69209	0
56.34828	5.52945	0
67.86459	7.11591	0
79.99657	8.26619	0
92.38331	8.92818	0
104.75075	9.1868	0
116.91747	9.09995	0
128.7117	8.68693	0
139.93079	7.96318	0
150.37016	6.99625	0
159.87348	5.8865	0
168.33267	4.71692	0
175.65316	3.55892	0
181.76547	2.48198	0
186.61556	1.53242	0
190.14167	0.7527	0
192.28397	0.20458	0
193	0	0
