241	0	0
240.16855	0.38319	0
237.88146	1.5665	0
234.50264	3.45594	0
230.2273	5.73821	0
224.99278	8.13616	0
218.66894	10.604	0
211.28711	13.20921	0
202.97261	15.9542	0
193.85076	18.80523	0
184.05893	21.7141	0
173.7369	24.61815	0
163.02204	27.45231	0
152.05172	30.13946	0
140.96331	32.59284	0
129.88213	34.7281	0
118.92627	36.42956	0
108.1367	37.57913	0
97.51824	38.14548	0
87.11909	38.13584	0
76.99227	37.5719	0
67.20285	36.48258	0
57.80867	34.90885	0
48.88926	32.91337	0
40.52656	30.54916	0
32.80251	27.86442	0
25.787	24.91217	0
19.53546	21.74543	0
14.10332	18.42686	0
9.52673	15.01912	0
5.83461	11.59692	0
3.04142	8.23979	0
1.15921	5.04413	0
0.17111	2.11839	0
0.00482	0.21208	0
0.07953	-0.46272	0
0.17111	-0.87242	0
0.30125	-1.24838	0
0.37837	-1.4219	0
0.46754	-1.58096	0
0.57117	-1.72797	0
0.69408	-1.85811	0
0.83868	-1.98343	0
1.00015	-2.10634	0
1.37611	-2.33529	0
1.80991	-2.54737	0
2.56665	-2.83657	0
3.28965	-3.05106	0
6.96972	-3.57885	0
11.92227	-3.57162	0
18.15453	-2.97876	0
25.7147	-1.7834	0
34.66785	-0.00482	0
45.13207	2.22202	0
57.08808	4.61033	0
70.36236	6.90465	0
84.74283	8.88567	0
99.89209	10.32203	0
115.35947	11.14866	0
130.80275	11.4716	0
145.99539	11.36315	0
160.7229	10.84741	0
174.73223	9.94366	0
187.76792	8.73625	0
199.63476	7.3505	0
210.19779	5.89004	0
219.33892	4.44404	0
226.97139	3.09926	0
233.02772	1.91354	0
237.43079	0.9399	0
240.10589	0.25546	0
241	0	0
