326	0	0
324.8753	0.51834	0
321.78156	2.119	0
317.21104	4.67484	0
311.4278	7.76206	0
304.34708	11.00576	0
295.79284	14.344	0
285.80746	17.86806	0
274.56046	21.5812	0
262.22136	25.43778	0
248.97598	29.3726	0
235.0134	33.3009	0
220.51944	37.13466	0
205.67992	40.76956	0
190.68066	44.08824	0
175.69118	46.9766	0
160.87122	49.27816	0
146.2762	50.83318	0
131.91264	51.59928	0
117.84574	51.58624	0
104.14722	50.8234	0
90.9051	49.34988	0
78.19762	47.2211	0
66.13236	44.52182	0
54.82016	41.32376	0
44.37186	37.69212	0
34.882	33.69862	0
26.42556	29.41498	0
19.07752	24.92596	0
12.88678	20.31632	0
7.89246	15.68712	0
4.11412	11.14594	0
1.56806	6.82318	0
0.23146	2.86554	0
0.00652	0.28688	0
0.10758	-0.62592	0
0.23146	-1.18012	0
0.4075	-1.68868	0
0.51182	-1.9234	0
0.63244	-2.13856	0
0.77262	-2.33742	0
0.93888	-2.51346	0
1.13448	-2.68298	0
1.3529	-2.84924	0
1.86146	-3.15894	0
2.44826	-3.44582	0
3.4719	-3.83702	0
4.4499	-4.12716	0
9.42792	-4.8411	0
16.12722	-4.83132	0
24.55758	-4.02936	0
34.7842	-2.4124	0
46.8951	-0.00652	0
61.05002	3.00572	0
77.22288	6.23638	0
95.17896	9.3399	0
114.63138	12.01962	0
135.12374	13.96258	0
156.04642	15.08076	0
176.9365	15.5176	0
197.48754	15.3709	0
217.4094	14.67326	0
236.35978	13.45076	0
253.99312	11.8175	0
270.04536	9.943	0
284.33394	7.96744	0
296.69912	6.01144	0
307.02354	4.19236	0
315.21592	2.58844	0
321.17194	1.2714	0
324.79054	0.34556	0
326	0	0
