350	0	0
348.7925	0.5565	0
345.471	2.275	0
340.564	5.019	0
334.355	8.3335	0
326.753	11.816	0
317.569	15.4	0
306.8485	19.1835	0
294.7735	23.17	0
281.526	27.3105	0
267.3055	31.535	0
252.315	35.7525	0
236.754	39.8685	0
220.822	43.771	0
204.7185	47.334	0
188.6255	50.435	0
172.7145	52.906	0
157.045	54.5755	0
141.624	55.398	0
126.5215	55.384	0
111.8145	54.565	0
97.5975	52.983	0
83.9545	50.6975	0
71.001	47.7995	0
58.856	44.366	0
47.6385	40.467	0
37.45	36.1795	0
28.371	31.5805	0
20.482	26.761	0
13.8355	21.812	0
8.4735	16.842	0
4.417	11.9665	0
1.6835	7.3255	0
0.2485	3.0765	0
0.007	0.308	0
0.1155	-0.672	0
0.2485	-1.267	0
0.4375	-1.813	0
0.5495	-2.065	0
0.679	-2.296	0
0.8295	-2.5095	0
1.008	-2.6985	0
1.218	-2.8805	0
1.4525	-3.059	0
1.9985	-3.3915	0
2.6285	-3.6995	0
3.7275	-4.1195	0
4.7775	-4.431	0
10.122	-5.1975	0
17.3145	-5.187	0
26.3655	-4.326	0
37.345	-2.59	0
50.3475	-0.007	0
65.5445	3.227	0
82.908	6.6955	0
102.186	10.0275	0
123.0705	12.9045	0
145.0715	14.9905	0
167.5345	16.191	0
189.9625	16.66	0
212.0265	16.5025	0
233.415	15.7535	0
253.7605	14.441	0
272.692	12.6875	0
289.926	10.675	0
305.2665	8.554	0
318.542	6.454	0
329.6265	4.501	0
338.422	2.779	0
344.8165	1.365	0
348.7015	0.371	0
350	0	0
